DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2020-10-01 00:00:00,6.0,12116.0,104,5.1,69,922,10.2,35622.0,
2020-10-01 00:15:00,6.1,12474.0,101,5.0,69,922,9.9,34385.0,
2020-10-01 00:30:00,6.3,12843.0,98,4.9,70,922,9.5,32043.0,
2020-10-01 00:45:00,6.3,13213.0,95,4.8,71,922,9.3,30260.0,
2020-10-01 01:00:00,6.5,13582.0,93,4.7,72,922,9.1,29583.0,
2020-10-01 01:15:00,6.7,14026.0,91,4.6,72,922,9.1,30187.0,
2020-10-01 01:30:00,6.8,14545.0,90,4.7,72,922,9.3,29898.0,
2020-10-01 01:45:00,6.9,15064.0,88,4.7,71,921,8.8,26576.0,
2020-10-01 02:00:00,7.0,15583.0,86,4.8,71,921,8.0,18939.0,
2020-10-01 02:15:00,7.2,16118.0,85,4.8,71,921,7.3,13410.0,
2020-10-01 02:30:00,7.3,16670.0,86,4.8,71,921,7.1,12027.0,
2020-10-01 02:45:00,7.4,17221.0,87,4.7,72,920,6.9,11110.0,
2020-10-01 03:00:00,7.5,17773.0,88,4.7,72,920,7.0,12758.0,
2020-10-01 03:15:00,7.5,18377.0,88,4.6,72,920,7.4,14756.0,
2020-10-01 03:30:00,7.6,19032.0,89,4.5,73,920,7.9,17758.0,
2020-10-01 03:45:00,7.6,19687.0,90,4.3,73,920,7.1,14230.0,
2020-10-01 04:00:00,7.7,20342.0,91,4.2,74,920,7.1,12967.0,
2020-10-01 04:15:00,7.7,21021.0,91,4.0,74,920,6.5,10418.0,
2020-10-01 04:30:00,7.8,21724.0,90,3.9,75,920,6.5,9561.0,
2020-10-01 04:45:00,7.9,22427.0,89,3.8,75,920,6.2,7807.0,
2020-10-01 05:00:00,8.0,23130.0,89,3.7,76,920,7.8,20094.0,
2020-10-01 05:15:00,8.0,23578.0,89,3.6,76,920,8.4,25261.0,
2020-10-01 05:30:00,8.1,23771.0,88,3.6,76,920,7.7,20204.0,
2020-10-01 05:45:00,8.1,23964.0,87,3.6,75,919,7.6,19242.0,
2020-10-01 06:00:00,8.2,24157.0,87,3.6,75,919,7.3,15011.0,
2020-10-01 06:15:00,8.2,24130.0,87,3.7,75,919,7.7,19071.0,
2020-10-01 06:30:00,8.2,23883.0,86,3.8,74,919,7.0,15004.0,
2020-10-01 06:45:00,8.2,23636.0,85,4.0,74,919,8.2,24065.0,
2020-10-01 07:00:00,8.2,23389.0,84,4.1,73,919,8.0,20376.0,
2020-10-01 07:15:00,8.2,23220.0,84,4.4,72,919,7.9,21295.0,
2020-10-01 07:30:00,8.3,23131.0,83,4.7,71,919,8.2,23497.0,
2020-10-01 07:45:00,8.4,23041.0,82,5.0,70,919,7.8,22399.0,
2020-10-01 08:00:00,8.4,22952.0,82,5.3,69,919,7.9,21316.0,
2020-10-01 08:15:00,8.4,22583.0,82,5.6,68,919,8.3,25239.0,
2020-10-01 08:30:00,8.3,21936.0,82,5.7,68,919,8.7,27967.0,
2020-10-01 08:45:00,8.2,21288.0,82,5.9,67,919,8.1,24052.0,
2020-10-01 09:00:00,8.1,20641.0,82,6.0,67,919,8.7,26491.0,
2020-10-01 09:15:00,8.1,20704.0,82,6.2,67,919,7.7,20944.0,
2020-10-01 09:30:00,8.2,21478.0,82,6.4,67,919,7.8,20778.0,
2020-10-01 09:45:00,8.2,22253.0,83,6.6,67,918,7.5,17296.0,
2020-10-01 10:00:00,8.3,23027.0,83,6.8,67,918,7.9,20278.0,
2020-10-01 10:15:00,8.5,24165.0,83,6.9,68,918,8.4,25574.0,
2020-10-01 10:30:00,8.8,25666.0,84,7.0,69,918,8.5,25555.0,
2020-10-01 10:45:00,9.1,27167.0,85,7.1,70,918,9.5,33473.0,
2020-10-01 11:00:00,9.5,28668.0,86,7.2,71,918,9.3,31621.0,
2020-10-01 11:15:00,10.0,30241.0,88,7.1,72,918,9.4,30917.0,
2020-10-01 11:30:00,10.6,31886.0,90,7.0,74,918,11.7,42773.0,
2020-10-01 11:45:00,11.2,33532.0,92,6.8,77,917,13.0,48385.0,
2020-10-01 12:00:00,11.8,35177.0,93,6.7,79,917,12.1,46822.0,
2020-10-01 12:15:00,12.1,36371.0,93,6.5,81,917,11.5,45291.0,
2020-10-01 12:30:00,12.0,37114.0,92,6.2,83,917,12.6,48000.0,
2020-10-01 12:45:00,11.9,37857.0,90,5.9,86,917,12.4,48033.0,
2020-10-01 13:00:00,11.8,38600.0,89,5.6,88,917,12.6,48171.0,
2020-10-01 13:15:00,11.8,39361.0,87,5.4,89,917,12.6,48146.0,
2020-10-01 13:30:00,12.0,40141.0,86,5.3,90,917,13.6,48656.0,
2020-10-01 13:45:00,12.2,40921.0,84,5.3,90,916,13.5,48481.0,
2020-10-01 14:00:00,12.4,41701.0,83,5.2,91,916,15.0,48414.0,
2020-10-01 14:15:00,12.5,42153.0,82,5.2,91,916,14.9,48422.0,
2020-10-01 14:30:00,12.4,42278.0,81,5.1,92,916,13.7,48241.0,
2020-10-01 14:45:00,12.4,42403.0,81,5.0,92,916,12.0,47678.0,
